case_key,case,outer_fold,branch,method,target_class,fraction,original_prob,random_prob_mean,random_prob_sd
FAITH_012,F2_correct_agreement,2,Original DeiT,Integrated Gradients,0,0.1,0.8495439887046814,0.4886800646781921,0.1072174681676693
FAITH_012,F2_correct_agreement,2,Original DeiT,Integrated Gradients,0,0.2,0.8495439887046814,0.2910413205623626,0.1019449279748034
FAITH_012,F2_correct_agreement,2,Original DeiT,Integrated Gradients,0,0.3,0.8495439887046814,0.1509385108947754,0.0413205991280266
FAITH_012,F2_correct_agreement,2,Original DeiT,Occlusion,0,0.05,0.8495439887046814,0.6449282377958298,0.1028566377347752
FAITH_012,F2_correct_agreement,2,Original DeiT,Occlusion,0,0.1,0.8495439887046814,0.4988524168729782,0.1118189921620468
FAITH_012,F2_correct_agreement,2,Original DeiT,Occlusion,0,0.2,0.8495439887046814,0.276461286842823,0.1071759690068132
FAITH_012,F2_correct_agreement,2,Original DeiT,Occlusion,0,0.3,0.8495439887046814,0.1899324290454387,0.070896887658992
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Integrated Gradients,2,0.05,0.4568527042865753,0.4490541607141495,0.0083174169372566
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Integrated Gradients,2,0.1,0.4568527042865753,0.4510967284440994,0.0058675109786573
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Integrated Gradients,2,0.2,0.4568527042865753,0.4415729060769081,0.0160519545253974
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Integrated Gradients,2,0.3,0.4568527042865753,0.442491839826107,0.0200501737230772
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Occlusion,2,0.05,0.4568527042865753,0.4523942977190017,0.0046481954421535
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Occlusion,2,0.1,0.4568527042865753,0.4486004218459129,0.0080467486577893
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Occlusion,2,0.2,0.4568527042865753,0.4508173987269401,0.0052950668714915
FAITH_013,F3_benefit_correction,3,CORAL-MSaux,Occlusion,2,0.3,0.4568527042865753,0.4454110771417617,0.0123030832458747
FAITH_013,F3_benefit_correction,3,Original DeiT,Integrated Gradients,3,0.05,0.5886966586112976,0.706471985578537,0.0576410986473711
